study,id,t,r,n,study_year,unpublished_data,rob,unpublished
Claghorn1996,224,placebo,12,50,1996,0,2,0
Fabre1996,225,fluvoxamine,23,50,1996,0,1,0
Fabre1996,225,placebo,15,50,1996,0,1,0
Kiev1997,226,fluvoxamine,17,30,1997,0,2,0
Kiev1997,226,paroxetine,16,30,1997,0,2,0
Murasaki1998,227,fluvoxamine,51,113,1998,0,1,0
Murasaki1998,227,amitriptyline,54,122,1998,0,1,0
Dalery2003,228,fluvoxamine,53,90,2003,0,2,0
Dalery2003,228,fluoxetine,54,94,2003,0,2,0
Rossini2005,229,fluvoxamine,29,40,2005,0,1,0
Rossini2005,229,sertraline,28,48,2005,0,1,0
Harris1991,230,fluvoxamine,13,35,1991,0,2,0
Harris1991,230,amitriptyline,21,34,1991,0,2,0
Roth1990,231,fluvoxamine,17,30,1990,0,2,0
Roth1990,231,placebo,11,30,1990,0,2,0
"Montgomery2013 (F02695LP202, EudraCT2006-002404-34)",233,placebo,107,281,2007,1,1,0
"Montgomery2013 (F02695LP202, EudraCT2006-002404-34)",233,levomilnacipran,155,282,2007,1,1,0
"Gommoll2014 (LVM-MD-02, NCT00969150)",234,placebo,63,182,2010,1,1,0
"Gommoll2014 (LVM-MD-02, NCT00969150)",234,levomilnacipran,67,175,2010,1,1,0
"Asnis2013 (LVM-MD-01, NCT00969709)",235,placebo,51,179,2011,1,2,0
"Asnis2013 (LVM-MD-01, NCT00969709)",235,levomilnacipran,203,545,2011,1,2,0
"Sambunaris2014 (LVM-MD-03, NCT01034462)",236,placebo,63,220,2011,1,1,0
"Sambunaris2014 (LVM-MD-03, NCT01034462)",236,levomilnacipran,90,222,2011,1,1,0
"Bakish2014 (LVM-MD-10, NCT01377194)",237,placebo,57,189,2012,1,1,0
"Bakish2014 (LVM-MD-10, NCT01377194)",237,levomilnacipran,156,379,2012,1,1,0
Ansseau1989a,239,milnacipran,53,95,1989,0,2,0
Ansseau1989a,239,amitriptyline,35,49,1989,0,2,0
Ansseau1989b,240,milnacipran,28,44,1989,0,1,0
Ansseau1989b,240,amitriptyline,22,43,1989,0,1,0
Ansseau1991,241,fluvoxamine,22,41,1991,0,2,0
Ansseau1991,241,milnacipran,56,85,1991,0,2,0
Ansseau1994b,242,milnacipran,32,97,1994,0,1,0
Ansseau1994b,242,fluoxetine,43,93,1994,0,1,0
Leinonen1997,243,milnacipran,32,52,1997,0,1,0
Leinonen1997,243,clomipramine,32,55,1997,0,1,0
Guelfi1998,244,milnacipran,109,200,1998,0,1,0
Guelfi1998,244,fluoxetine,51,100,1998,0,1,0
Clerc2001,245,fluvoxamine,32,56,2001,0,2,0
Clerc2001,245,milnacipran,40,57,2001,0,2,0
Yang2003,246,milnacipran,4,27,2003,0,2,0
Yang2003,246,sertraline,2,26,2003,0,2,0
Sechter2004,247,milnacipran,86,149,2004,0,2,0
Sechter2004,247,paroxetine,91,153,2004,0,2,0
Kamijima2013 (japicCTI-090733),248,milnacipran,338,604,2013,0,1,0
Kamijima2013 (japicCTI-090733),248,paroxetine,171,301,2013,0,1,0
MIR 003-003 (FDA),249,mirtazapine,18,45,1996,1,2,1
MIR 003-003 (FDA),249,placebo,14,45,1996,1,2,1
MIR 003-020 (FDA),250,mirtazapine,17,44,1996,1,2,1
MIR 003-020 (FDA),250,amitriptyline,14,43,1996,1,2,1
MIR 003-020 (FDA),250,placebo,5,43,1996,1,2,1
MIR 003-021 (FDA),251,mirtazapine,22,50,1996,1,2,1
MIR 003-021 (FDA),251,amitriptyline,31,50,1996,1,2,1
MIR 003-021 (FDA),251,placebo,21,50,1996,1,2,1
Vartiainen1994 (MIR 84023 FDA),252,mirtazapine,19,60,1994,1,2,0
Vartiainen1994 (MIR 84023 FDA),252,placebo,15,57,1994,1,2,0
Smith1990 (MIR 003-024 FDA),254,mirtazapine,25,50,1990,1,2,0
Smith1990 (MIR 003-024 FDA),254,amitriptyline,26,50,1990,1,2,0
Smith1990 (MIR 003-024 FDA),254,placebo,14,50,1990,1,2,0
Bremner1995(MIR 003-022 - FDA),255,amitriptyline,29,50,1995,1,2,0
Bremner1995(MIR 003-022 - FDA),255,placebo,17,50,1995,1,2,0
Bremner1995(MIR 003-022 - FDA),255,mirtazapine,34,50,1995,1,2,0
Claghorn1995 (MIR 003-002 (FDA),256,mirtazapine,21,45,1995,1,2,0
Claghorn1995 (MIR 003-002 (FDA),256,placebo,11,45,1995,1,2,0
Halikas1995 (MIR 003-023 - FDA),257,mirtazapine,25,50,1995,1,2,0
Halikas1995 (MIR 003-023 - FDA),257,trazodone,20,50,1995,1,2,0
Halikas1995 (MIR 003-023 - FDA),257,placebo,17,50,1995,1,2,0
vanMoffaert1995b,258,mirtazapine,61,100,1995,0,2,0
vanMoffaert1995b,258,trazodone,51,100,1995,0,2,0
Wheatley1998,262,mirtazapine,39,66,1996,0,1,0
Wheatley1998,262,fluoxetine,28,67,1996,0,1,0
Leinonen1999 (Agren1995),263,mirtazapine,116,137,1999,0,1,0
Leinonen1999 (Agren1995),263,citalopram,117,133,1999,0,1,0
Benkert2000 (E-1559),264,mirtazapine,74,139,2000,1,2,0
Benkert2000 (E-1559),264,paroxetine,66,136,2000,1,2,0
Schatzberg2002 (003-901),265,mirtazapine,72,128,2002,1,1,0
Schatzberg2002 (003-901),265,paroxetine,60,126,2002,1,1,0
Hong2003 (22521),266,mirtazapine,35,66,2000,1,2,0
Hong2003 (22521),266,fluoxetine,30,66,2000,1,2,0
"Behnke2003 (E-1690, Kjernisted2002)",267,mirtazapine,117,176,2003,1,2,0
"Behnke2003 (E-1690, Kjernisted2002)",267,sertraline,114,170,2003,1,2,0
Wade2003 (E-1721),268,mirtazapine,35,99,2003,1,1,0
Wade2003 (E-1721),268,paroxetine,40,98,2003,1,1,0
Winokur2003,269,mirtazapine,8,8,2003,0,1,0
Winokur2003,269,fluoxetine,6,12,2003,0,1,0
Amini2005,270,mirtazapine,12,18,2005,0,1,0
Amini2005,270,fluoxetine,8,18,2005,0,1,0
Versiani2005,271,mirtazapine,106,145,2005,0,1,0
Versiani2005,271,fluoxetine,104,149,2005,0,1,0
Szegedi2006,272,mirtazapine,72,130,2006,0,1,0
Szegedi2006,272,venlafaxine,62,128,2006,0,1,0
Kinoshita2009,273,mirtazapine,131,211,2009,0,1,0
Kinoshita2009,273,placebo,37,70,2009,0,1,0
003-048,274,mirtazapine,78,210,2001,1,2,1
003-048,274,fluoxetine,80,210,2001,1,2,1
003-048,274,placebo,24,72,2001,1,2,1
003-008 (FDA),275,mirtazapine,18,60,1990,1,2,1
003-008 (FDA),275,placebo,7,30,1990,1,2,1
003-042,276,mirtazapine,85,210,1998,1,2,1
003-042,276,placebo,19,70,1998,1,2,1
"Murasaki2010a (iQWIG22532, Schoemaker2002)",277,mirtazapine,61,104,2000,1,1,0
"Murasaki2010a (iQWIG22532, Schoemaker2002)",277,fluvoxamine,70,105,2000,1,1,0
"Murasaki2010b (iQWIG9902, Schoemaker2002)",278,mirtazapine,71,101,2002,1,1,0
"Murasaki2010b (iQWIG9902, Schoemaker2002)",278,fluvoxamine,57,102,2002,1,1,0
Benkert2006(C-1763),279,mirtazapine,70,140,2003,1,1,0
Benkert2006(C-1763),279,venlafaxine,56,135,2003,1,1,0
E-1569,280,mirtazapine,40,73,1996,1,1,1
E-1569,280,paroxetine,48,75,1996,1,1,1
"Debonnel2000 (Blier2009, iQWIG E-1639)",281,mirtazapine,4,21,2000,1,2,0
"Debonnel2000 (Blier2009, iQWIG E-1639)",281,paroxetine,9,21,2000,1,2,0
Armitage1997,284,nefazodone,11,22,1997,0,2,0
Armitage1997,284,fluoxetine,11,21,1997,0,2,0
Baldwin1996,285,nefazodone,58,105,1996,0,2,0
Baldwin1996,285,paroxetine,58,101,1996,0,2,0
Berlanga1997,286,nefazodone,17,37,1997,0,2,0
Berlanga1997,286,fluoxetine,18,37,1997,0,2,0
D'Amico1990 (FDA 030-A2-0007),288,nefazodone,16,47,1990,1,2,0
D'Amico1990 (FDA 030-A2-0007),288,placebo,16,47,1990,1,2,0
Feiger1996,289,nefazodone,42,78,1996,0,2,0
Feiger1996,289,sertraline,41,82,1996,0,2,0
Feighner1998,290,nefazodone,29,61,1998,0,2,0
Feighner1998,290,placebo,17,59,1998,0,2,0
Fontaine1994 (FDA 03A0A-003),291,nefazodone,25,44,1994,1,2,0
Fontaine1994 (FDA 03A0A-003),291,placebo,14,45,1994,1,2,0
Gillin1997,292,nefazodone,12,24,1997,0,1,0
Gillin1997,292,fluoxetine,8,20,1997,0,1,0
Hicks2002,293,nefazodone,11,20,2002,0,1,0
Hicks2002,293,paroxetine,16,20,2002,0,1,0
Mendels1995 (FDA 03A0A-004B),294,nefazodone,45,80,1995,1,2,0
Mendels1995 (FDA 03A0A-004B),294,placebo,29,80,1995,1,2,0
Rickels1994 ( FDA CN104-005),295,nefazodone,42,96,1994,1,2,0
Rickels1994 ( FDA CN104-005),295,placebo,29,95,1994,1,2,0
Rickels1995 (FDA CN104-006-1),296,nefazodone,26,45,1995,1,2,0
Rickels1995 (FDA CN104-006-1),296,placebo,23,44,1995,1,2,0
Cohn1996 (FDA CN104-006-2),297,nefazodone,25,43,1996,1,2,0
Cohn1996 (FDA CN104-006-2),297,placebo,15,43,1996,1,2,0
03A0A-004A (FDA),300,nefazodone,29,80,1994,1,2,1
03A0A-004A (FDA),300,placebo,28,80,1994,1,2,1
PAR 29060.318 (HP/82/64A),305,paroxetine,4,9,1983,1,1,1
PAR 29060.318 (HP/82/64A),305,amitriptyline,3,12,1983,1,1,1
PAR 29060.310 (HP 81/85A),307,paroxetine,2,10,1984,1,2,1
PAR 29060.310 (HP 81/85A),307,amitriptyline,5,13,1984,1,2,1
PAR 01 001 (GSK & FDA),309,paroxetine,11,25,1985,1,2,0
PAR 01 001 (GSK & FDA),309,placebo,8,25,1985,1,2,0
PAR 29060/281 ,311,paroxetine,30,82,1985,1,2,1
PAR 29060/281 ,311,amitriptyline,43,80,1985,1,2,1
PAR MDUK 032,312,paroxetine,15,29,1986,1,2,1
PAR MDUK 032,312,amitriptyline,14,30,1986,1,2,1
PAR 279 MDUK,313,paroxetine,12,19,1986,1,2,1
PAR 279 MDUK,313,placebo,5,10,1986,1,2,1
"Dunbar1993a (Claghorn1992, Rickels1989, Rickels1992, PAR 02-001 - FDA)",314,paroxetine,27,55,1986,1,2,0
"Dunbar1993a (Claghorn1992, Rickels1989, Rickels1992, PAR 02-001 - FDA)",314,placebo,16,56,1986,1,2,0
"Dunbar1993b  (Claghorn1992, PAR 02-002 - FDA)",315,paroxetine,15,36,1986,1,2,0
"Dunbar1993b  (Claghorn1992, PAR 02-002 - FDA)",315,placebo,8,36,1986,1,2,0
"Dunbar1993c  (Smith1992, PAR 02-003 - FDA)",316,paroxetine,13,39,1986,1,2,0
"Dunbar1993c  (Smith1992, PAR 02-003 - FDA)",316,placebo,10,38,1986,1,2,0
Feighner1993a (Feighner 1989c PAR 03 001 - FDA),317,paroxetine,20,40,1986,1,2,0
Feighner1993a (Feighner 1989c PAR 03 001 - FDA),317,placebo,5,40,1986,1,2,0
Feighner1993b (Cohn1990 Cohn1992 PAR 03 002 - FDA),318,paroxetine,9,40,1986,1,2,0
Feighner1993b (Cohn1990 Cohn1992 PAR 03 002 - FDA),318,placebo,6,40,1986,1,2,0
Feighner1993c (PAR 03 003 - FDA),319,paroxetine,17,41,1986,1,2,0
Feighner1993c (PAR 03 003 - FDA),319,placebo,14,42,1986,1,2,0
Feighner1993d (Shrivastava1992 PAR 03 004 - FDA),320,paroxetine,16,40,1986,1,2,0
Feighner1993d (Shrivastava1992 PAR 03 004 - FDA),320,placebo,9,40,1986,1,2,0
Feighner1993e (Peselow1989 PAR 03 005 - FDA),321,paroxetine,16,40,1986,1,2,0
Feighner1993e (Peselow1989 PAR 03 005 - FDA),321,placebo,12,42,1986,1,2,0
Feighner1993f (Fabre1992 PAR 03 006 - FDA),322,paroxetine,12,40,1986,1,2,0
Feighner1993f (Fabre1992 PAR 03 006 - FDA),322,placebo,3,40,1986,1,2,0
29060 07 001,323,paroxetine,5,13,1987,1,2,1
29060 07 001,323,placebo,4,12,1987,1,2,1
Kuhs1989 (MDUK_29060_III_85_043),324,paroxetine,7,12,1987,1,2,0
Kuhs1989 (MDUK_29060_III_85_043),324,amitriptyline,4,12,1987,1,2,0
"Dunbar1993d (Kiev1992, PAR 02-004 - FDA)",325,paroxetine,15,40,1987,1,2,0
"Dunbar1993d (Kiev1992, PAR 02-004 - FDA)",325,placebo,7,41,1987,1,2,0
Guillibert1989 (PAR 290 MDF 29060 1727 M),326,clomipramine,28,39,1988,1,2,0
Guillibert1989 (PAR 290 MDF 29060 1727 M),326,paroxetine,26,40,1988,1,2,0
Pelicier1993 (PAR MDED/29060/III/86/1728M291),327,clomipramine,25,42,1988,1,2,0
Pelicier1993 (PAR MDED/29060/III/86/1728M291),327,paroxetine,29,41,1988,1,2,0
Miller1989 (MDUK/29060/III/82/006 (PAR-274) PAR UK 06 - FDA),328,paroxetine,3,22,1988,1,2,0
Miller1989 (MDUK/29060/III/82/006 (PAR-274) PAR UK 06 - FDA),328,placebo,5,25,1988,1,2,0
MDF/29060/III/070/88/MC,329,paroxetine,22,32,1989,1,2,1
MDF/29060/III/070/88/MC,329,clomipramine,12,30,1989,1,2,1
"Rouillon1991 (Limosin2006, 029060/1/CPMS 069 1991)",330,paroxetine,27,45,1989,1,2,0
"Rouillon1991 (Limosin2006, 029060/1/CPMS 069 1991)",330,clomipramine,23,47,1989,1,2,0
Geretsegger1995 (MY-060/BRL-029060/1),331,paroxetine,21,44,1990,1,2,0
Geretsegger1995 (MY-060/BRL-029060/1),331,amitriptyline,24,47,1990,1,2,0
DUAG1990,332,paroxetine,23,62,1990,0,2,0
DUAG1990,332,clomipramine,31,58,1990,0,2,0
MY-1045/BRL-029060/1 (PAR 128),333,paroxetine,217,357,1991,1,2,1
MY-1045/BRL-029060/1 (PAR 128),333,fluoxetine,244,351,1991,1,2,1
MY-1045/BRL-029060/1 (PAR 128),333,placebo,69,140,1991,1,2,1
MY-1043/BRL-029060/115,334,paroxetine,152,284,1991,1,2,1
MY-1043/BRL-029060/115,334,fluoxetine,167,289,1991,1,2,1
MY-1043/BRL-029060/115,334,placebo,60,118,1991,1,2,1
Tignol1993 (29060/087),335,paroxetine,53,89,1991,1,1,0
Tignol1993 (29060/087),335,fluoxetine,54,87,1991,1,1,0
Schoene1993 (Geretsegger1994 MY1021/BRC),336,paroxetine,19,54,1991,1,1,0
Schoene1993 (Geretsegger1994 MY1021/BRC),336,fluoxetine,8,52,1991,1,1,0
Ontiveros1994 (MY-0144/BRL 29060/1/CPMS-135 (PAR135)),337,paroxetine,41,60,1992,1,1,0
Ontiveros1994 (MY-0144/BRL 29060/1/CPMS-135 (PAR135)),337,fluoxetine,35,62,1992,1,1,0
Bignamini1992 (PAR 29060/078),338,paroxetine,82,156,1992,1,1,0
Bignamini1992 (PAR 29060/078),338,amitriptyline,91,153,1992,1,1,0
Hutchinson1992,339,amitriptyline,15,32,1992,0,2,0
Hutchinson1992,339,paroxetine,34,58,1992,0,2,0
Staner1995 (063),340,paroxetine,7,21,1992,1,2,0
Staner1995 (063),340,amitriptyline,9,19,1992,1,2,0
Dunner1992 (PAR 29060.09),341,paroxetine,135,316,1992,1,2,0
Dunner1992 (PAR 29060.09),341,placebo,20,53,1992,1,2,0
Ansseau1994a (MY-1005/BRL-029060/1/CPMS-112),342,paroxetine,24,55,1992,1,2,0
Ansseau1994a (MY-1005/BRL-029060/1/CPMS-112),342,fluvoxamine,24,65,1992,1,2,0
DeWilde1993,343,paroxetine,25,49,1993,0,1,0
DeWilde1993,343,fluoxetine,26,50,1993,0,1,0
Gagiano1993,344,paroxetine,30,45,1993,0,1,0
Gagiano1993,344,fluoxetine,27,45,1993,0,1,0
MY-1042/BRL-029060/CPMS-251,345,paroxetine,56,125,1993,1,2,1
MY-1042/BRL-029060/CPMS-251,345,placebo,44,129,1993,1,2,1
Edwards1989 (MD/PAR/009 PAR-276),346,paroxetine,7,21,1989,1,2,0
Edwards1989 (MD/PAR/009 PAR-276),346,placebo,3,21,1989,1,2,0
29060/356,347,paroxetine,33,68,1994,1,2,1
29060/356,347,fluoxetine,32,70,1994,1,2,1
SER-CHN-1,348,paroxetine,94,113,1994,1,1,1
SER-CHN-1,348,amitriptyline,80,118,1994,1,1,1
"Moller1993 (Stuppaeck1994, MY-059.073/29060/1)",350,paroxetine,43,78,1989,1,2,0
"Moller1993 (Stuppaeck1994, MY-059.073/29060/1)",350,amitriptyline,46,75,1989,1,2,0
Christiansen1996,351,paroxetine,46,71,1996,0,2,0
Christiansen1996,351,amitriptyline,48,73,1996,0,2,0
Golden2002a (29060/448),352,paroxetine,106,212,1997,1,2,0
Golden2002a (29060/448),352,placebo,42,103,1997,1,2,0
Golden2002b (29060/449),353,paroxetine,117,220,1997,1,2,0
Golden2002b (29060/449),353,placebo,47,110,1997,1,2,0
Rapaport2003 (PAR487),354,paroxetine,142,210,1997,1,2,0
Rapaport2003 (PAR487),354,placebo,56,109,1997,1,2,0
Ravindran1997 (MY-1055/BRL-029060/1/CPMS-245 PAR 245),356,paroxetine,328,513,1994,1,2,0
Ravindran1997 (MY-1055/BRL-029060/1/CPMS-245 PAR 245),356,clomipramine,317,506,1994,1,2,0
Fava1998,357,paroxetine,32,55,1998,0,2,0
Fava1998,357,fluoxetine,31,54,1998,0,2,0
Fava1998,357,placebo,10,19,1998,0,2,0
Kramer1998,358,paroxetine,33.12,72,1998,0,2,0
Kramer1998,358,placebo,20,70,1998,0,2,0
Chouinard1999 (29060/131),359,paroxetine,67,102,1999,1,1,0
Chouinard1999 (29060/131),359,fluoxetine,67,101,1999,1,1,0
Tsutsui2000,360,paroxetine,65,116,2000,0,1,0
Tsutsui2000,360,trazodone,45,109,2000,0,1,0
Miura2000,361,paroxetine,42,109,2000,0,1,0
Miura2000,361,amitriptyline,54,119,2000,0,1,0
Jefferson2000 (29060/785),362,placebo,36,105,2001,1,2,0
Jefferson2000 (29060/785),362,paroxetine,43,103,2001,1,2,0
Jefferson2000 (29060/785),362,citalopram,102,207,2001,1,2,0
Trivedi2004 (29060/810),363,placebo,72,149,2002,1,2,0
Trivedi2004 (29060/810),363,paroxetine,91,154,2002,1,2,0
Cassano2002 (29060/421),364,paroxetine,50,123,2002,1,2,0
Cassano2002 (29060/421),364,fluoxetine,35,119,2002,1,2,0
NKD20006 (NCT00048204),366,paroxetine,57,125,2003,1,2,1
NKD20006 (NCT00048204),366,placebo,59,125,2003,1,2,1
Rapaport2009 (BRL-29060/874) (NCT00067444),367,paroxetine,100,177,2004,1,2,0
Rapaport2009 (BRL-29060/874) (NCT00067444),367,placebo,71,180,2004,1,2,0
Katz2004,368,paroxetine,11,28,2004,0,1,0
Katz2004,368,placebo,6,25,2004,0,1,0
Dimidjian2006,369,paroxetine,25,100,2006,0,2,0
Dimidjian2006,369,placebo,12,53,2006,0,2,0
"Higuchi2011 (PCR112810, NCT00866294)",370,paroxetine,146,244,2010,1,1,0
"Higuchi2011 (PCR112810, NCT00866294)",370,placebo,78,172,2010,1,1,0
Learned2012b Study2 (NCT00420641),372,paroxetine,136,166,2012,0,2,0
Learned2012b Study2 (NCT00420641),372,placebo,97,156,2012,0,2,0
Keller2006c (Study062) (NCT00048607),377,paroxetine,105,164,2003,0,2,0
Keller2006c (Study062) (NCT00048607),377,placebo,76,161,2003,0,2,0
Griebel2012b (Study DF15879) (NCT00361491),378,paroxetine,54,80,2007,0,2,0
Griebel2012b (Study DF15879) (NCT00361491),378,placebo,40,79,2007,0,2,0
Versiani2000 (Study 091),380,reboxetine,20,28,1990,1,2,0
Versiani2000 (Study 091),380,placebo,5,28,1990,1,2,0
Study 015,382,reboxetine,65,112,1992,1,1,1
Study 015,382,placebo,58,112,1992,1,1,1
Bosc1997b (Study 016 - Massana 1999),383,reboxetine,59,79,1993,1,2,0
Bosc1997b (Study 016 - Massana 1999),383,fluoxetine,64,89,1993,1,2,0
Bosc1997a (Study 014 - Andreoli2002),384,reboxetine,70,126,1997,1,2,0
Bosc1997a (Study 014 - Andreoli2002),384,placebo,43,128,1997,1,2,0
Bosc1997a (Study 014 - Andreoli2002),384,fluoxetine,72,127,1997,1,2,0
Ban1998 (Study 008),385,reboxetine,50,84,1998,1,1,0
Ban1998 (Study 008),385,placebo,30,85,1998,1,1,0
Study 049,386,reboxetine,42,107,1998,1,2,1
Study 049,386,placebo,35,105,1998,1,2,1
Study 045,387,reboxetine,38,89,1999,1,2,1
Study 045,387,placebo,39,87,1999,1,2,1
Clayton2003 (Study 050),388,reboxetine,60,150,1999,1,2,0
Clayton2003 (Study 050),388,placebo,63,150,1999,1,2,0
Clayton2003 (Study 050),388,fluoxetine,79,150,1999,1,2,0
Baldwin2006a (97-CRBX-052 - Study 052),389,reboxetine,80,159,2000,1,2,0
Baldwin2006a (97-CRBX-052 - Study 052),389,paroxetine,100,166,2000,1,2,0
M/2020/0046 (Study 046),390,reboxetine,144,265,2000,1,2,1
M/2020/0046 (Study 046),390,placebo,136,257,2000,1,2,1
M/2020/0046 (Study 046),390,paroxetine,156,265,2000,1,2,1
M/2020/0047 (Study 047),391,reboxetine,120,258,2000,1,2,1
M/2020/0047 (Study 047),391,placebo,108,254,2000,1,2,1
M/2020/0047 (Study 047),391,paroxetine,128,262,2000,1,2,1
Study 043,392,reboxetine,77,183,2006,1,2,0
Study 043,392,citalopram,98,176,2006,1,2,0
Schwartz2002 (iQWIG),393,reboxetine,45,80,2002,0,2,0
Schwartz2002 (iQWIG),393,venlafaxine,48,87,2002,0,2,0
Studie009 (CTN009-FCE20124),394,reboxetine,14,26,1989,1,1,1
Studie009 (CTN009-FCE20124),394,placebo,9,24,1989,1,1,1
Studie032 (M2020/0032),395,reboxetine,21,43,2001,1,1,1
Studie032 (M2020/0032),395,fluoxetine,23,42,2001,1,1,1
Reimherr1990 (SER 104 - FDA),396,amitriptyline,86,149,1990,1,2,0
Reimherr1990 (SER 104 - FDA),396,placebo,49,150,1990,1,2,0
Reimherr1990 (SER 104 - FDA),396,sertraline,77,149,1990,1,2,0
Cohn1990,397,sertraline,84,161,1990,0,2,0
Cohn1990,397,amitriptyline,40,80,1990,0,2,0
Aguglia1993,398,sertraline,35,52,1993,0,2,0
Aguglia1993,398,fluoxetine,26,56,1993,0,2,0
Bersani1994,399,sertraline,18,34,1994,0,2,0
Bersani1994,399,amitriptyline,17,34,1994,0,2,0
Moon1994,400,sertraline,28,51,1994,0,2,0
Moon1994,400,clomipramine,29,55,1994,0,2,0
Doogan1994,401,sertraline,50,99,1994,0,1,0
Doogan1994,401,placebo,40,101,1994,0,1,0
Bennie1995,402,sertraline,73,142,1995,0,1,0
Bennie1995,402,fluoxetine,63,144,1995,0,1,0
vanMoffaert1995a,403,sertraline,49,83,1995,0,2,0
vanMoffaert1995a,403,fluoxetine,48,82,1995,0,2,0
Lydiard1997,404,amitriptyline,55,131,1997,0,2,0
Lydiard1997,404,placebo,43,129,1997,0,2,0
Lydiard1997,404,sertraline,60,132,1997,0,2,0
Ekselius1997,405,citalopram,136,200,1997,0,1,0
Ekselius1997,405,sertraline,139,200,1997,0,1,0
Moller1998 (Hegerl1997),407,amitriptyline,40,79,1997,0,1,0
Moller1998 (Hegerl1997),407,sertraline,32,81,1997,0,1,0
Sechter1999,408,sertraline,48,118,1999,0,2,0
Sechter1999,408,fluoxetine,35,120,1999,0,2,0
Newhouse2000,409,sertraline,85,117,2000,0,2,0
Newhouse2000,409,fluoxetine,84,119,2000,0,2,0
Aberg-Wisted2000,410,paroxetine,112,177,2000,0,1,0
Aberg-Wisted2000,410,sertraline,111,176,2000,0,1,0
Moller2000,411,sertraline,51,116,2000,0,1,0
Moller2000,411,amitriptyline,71,124,2000,0,1,0
Lepine2000,412,sertraline,53,82,2000,0,1,0
Lepine2000,412,clomipramine,54,84,2000,0,1,0
Sir2005,413,venlafaxine,56,84,2003,0,2,0
Sir2005,413,sertraline,56,79,2003,0,2,0
Shelton2006 (NCT00179283),414,venlafaxine,49,78,2003,1,2,0
Shelton2006 (NCT00179283),414,sertraline,45,82,2003,1,2,0
Schneider2003,415,sertraline,126,371,2003,0,1,0
Schneider2003,415,placebo,96,376,2003,0,1,0
Moscovitch2004,416,sertraline,52,93,2004,0,1,0
Moscovitch2004,416,placebo,47,94,2004,0,1,0
Barber2011,417,sertraline,34,55,2007,0,2,0
Barber2011,417,placebo,35,50,2007,0,2,0
Binnemann2008 (NCT00143091),418,sertraline,25,43,2008,1,2,0
Binnemann2008 (NCT00143091),418,placebo,17,39,2008,1,2,0
Brunoni2012,419,sertraline,10,30,2012,0,1,0
Brunoni2012,419,placebo,5,30,2012,0,1,0
Fabre1995 (SER 103 FDA),421,sertraline,99,278,1991,1,2,0
Fabre1995 (SER 103 FDA),421,placebo,22,91,1991,1,2,0
SER 315 (FDA),423,sertraline,21,85,1991,1,2,1
SER 315 (FDA),423,amitriptyline,35,77,1991,1,2,1
SER 315 (FDA),423,placebo,25,80,1991,1,2,1
Mao2015 (NCT01098318),424,sertraline,10,19,2013,0,2,0
Mao2015 (NCT01098318),424,placebo,7,18,2013,0,2,0
Mundt2012 (NCT00406952),425,sertraline,33,80,2007,0,2,0
Mundt2012 (NCT00406952),425,placebo,20,85,2007,0,2,0
Davidson2002 (HDTSG) (NCT00005013),426,sertraline,53,111,2002,0,1,0
Davidson2002 (HDTSG) (NCT00005013),426,placebo,50,116,2002,0,1,0
Olie1997,427,sertraline,70,129,1997,0,2,0
Olie1997,427,placebo,45,129,1997,0,2,0
Fabre1979,433,trazodone,5,13,1979,0,2,0
Fabre1979,433,placebo,1,11,1979,0,2,0
Feighner1980,435,trazodone,9,19,1980,0,2,0
Feighner1980,435,placebo,0,10,1980,0,2,0
Gerner1980,436,trazodone,2,19,1980,0,2,0
Gerner1980,436,placebo,7,20,1980,0,2,0
Blacker1988,441,amitriptyline,29,44,1988,0,2,0
Blacker1988,441,trazodone,58,112,1988,0,2,0
Altamura1989b,442,amitriptyline,21,37,1989,0,2,0
Altamura1989b,442,trazodone,21,36,1989,0,2,0
Kasper2005b,443,paroxetine,48,53,2005,0,2,0
Kasper2005b,443,trazodone,48,55,2005,0,2,0
Munizza2006,444,sertraline,37,60,2006,0,1,0
Munizza2006,444,trazodone,46,62,2006,0,1,0
Sheehan2009b (NCT00775203),445,trazodone,109,206,2009,1,2,0
Sheehan2009b (NCT00775203),445,placebo,84,206,2009,1,2,0
Rickels1982,446,amitriptyline,36,68,1982,0,2,0
Rickels1982,446,placebo,18,68,1982,0,2,0
Rickels1982,446,trazodone,33,66,1982,0,2,0
Zhang2014,447,trazodone,109,192,2014,0,1,0
Zhang2014,447,placebo,67,190,2014,0,1,0
Cunningham1994 (VEN 600A-302 FDA),454,venlafaxine,47,76,1994,1,2,0
Cunningham1994 (VEN 600A-302 FDA),454,trazodone,43,77,1994,1,2,0
Cunningham1994 (VEN 600A-302 FDA),454,placebo,41,76,1994,1,2,0
VEN 600A-303 (FDA),455,venlafaxine,29,83,1993,1,2,1
VEN 600A-303 (FDA),455,placebo,31,82,1993,1,2,1
VEN 600A-313 (FDA),456,venlafaxine,64,158,1993,1,2,1
VEN 600A-313 (FDA),456,placebo,26,79,1993,1,2,1
VEN XR 367 (FDA),457,venlafaxine,89,165,1993,1,2,1
VEN XR 367 (FDA),457,paroxetine,35,81,1993,1,2,1
VEN XR 367 (FDA),457,placebo,40,83,1993,1,2,1
Clerc1994,462,fluoxetine,17,34,1994,0,2,0
Clerc1994,462,venlafaxine,24,34,1994,0,2,0
Schweizer1994 (VEN 600A-301 FDA),463,venlafaxine,49,76,1994,1,2,0
